product_name,variant_name,variant_price,variant_sku,Variant values Stock,parent,Favourite,Product Description, Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,3/4 NPT Female X 1 1/16 JIC Male BulkHead,24.5,NJ10FM-12-12,20,NJ10FM,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
NJ10M,,POA,,POA,,,,NPT Male X JIC Male BulkHead,,NPT M,JIC BH,,,,,12840,http://localhost/truflow/public/admin/images/csv_product_img/NJ10M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/4 NPT Male X 7/16 JIC Male BulkHead,15.85,NJ10M-04-04,100,NJ10M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,3/8 NPT Male X 9/16 JIC Male BulkHead,15.5,NJ10M-06-06,90,NJ10M,,,,,3/8,9/16,,,,,6-Jun,,,,,,,,
,1/2 NPT Male X 3/4 JIC Male BulkHead,17.4,NJ10M-08-08,98,NJ10M,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 7/8 JIC Male BulkHead,17.4,NJ10M-08-10,100,NJ10M,,,,,1/2,7/8,,,,,10-Aug,,,,,,,,
,3/4 NPT Male X 1-1/16 JIC Male BulkHead,29.1,NJ10M-12-12,42,NJ10M,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,1-0 NPT Male X 1-5/16 JIC Male BulkHead,42.75,NJ10M-16-16,46,NJ10M,,,,,1,1 5/16,,,,,16-16,,,,,,,,
NJ1FM,,POA,,POA,,,,NPT Female X JIC Male,,NPT F,JIC M,,,,,12860,http://localhost/truflow/public/admin/images/csv_product_img/NJ1FM.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/8 NPT Female X 7/16 JIC Male,4.85,NJ1FM-02-04,71,NJ1FM,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/4 NPT Female X 7/16 JIC Male,3.9,NJ1FM-04-04,39,NJ1FM,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Female X 9/16 JIC Male,4.65,NJ1FM-04-06,50,NJ1FM,,,,,1/4,1/2,,,,,6-Apr,,,,,,,,
,3/8 NPT Female X 9/16 JIC Male,11.8,NJ1FM-06-06,48,NJ1FM,,,,,3/8,1/2,,,,,6-Jun,,,,,,,,
,3/8 NPT Female X 3/4 JIC Male,13.2,NJ1FM-06-08,61,NJ1FM,,,,,3/8,3/4,,,,,8-Jun,,,,,,,,
,1/2 NPT Female X 3/4 JIC Male,8,NJ1FM-08-08,37,NJ1FM,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Female X 1-1/16 JIC Female,14.8,NJ1FM-08-12,10,NJ1FM,,,,,1/2,1 1/16,,,,,12-Aug,,,,,,,,
,3/4 NPT Female X 1-1/16 JIC Male,21.5,NJ1FM-12-12,60,NJ1FM,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,1-0 NPT Female X 1-5/16 JIC Male,27.8,NJ1FM-16-16,27,NJ1FM,,,,,1,1 5/16,,,,,16-16,,,,,,,,
,1 1/4 NPT Female X 1-5/8 JIC Male,49.3,NJ1FM-20-20,2,NJ1FM,,,,,1 1/4,1 5/8,,,,,20-20,,,,,,,,
,1 1/2 NPT Female X 1-7/8 JIC Male,58.2,NJ1FM-24-24,2,NJ1FM,,,,,1 1/2,1 7/8,,,,,24-24,,,,,,,,
,2-0 NPT Female X 2-1/2 JIC Male,419.75,NJ1FM-32-32,0,NJ1FM,,,,,2,2 1/2,,,,,32-32,,,,,,,,
NJ1M,,POA,,POA,,,,NPT Male X JIC Male,,NPT M,JIC M,,,,,12870,http://localhost/truflow/public/admin/images/csv_product_img/NJ1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/8 NPT Male X 7/16 JIC Male(46mm Drop),3.65,NJ1L46M-02-04,63,NJ1M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/4 NPT Male X 7/16 JIC Male (57mm Drop),16.75,NJ1L57M-04-04,4,NJ1M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/8 NPT Male X 7/16 JIC Male (65mm Drop),4.1,NJ1L65M-02-04,87,NJ1M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/16 NPT Male X 7/16 JIC Male,32.5,NJ1M-01-04,0,NJ1M,,,,,1/16,7/16,,,,,4-Jan,,,,,,,,
,1/8 NPT Male X 7/16 JIC Male,2.25,NJ1M-02-04,760,NJ1M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/8 NPT Male X 9/16 JIC Male,3,NJ1M-02-06,89,NJ1M,,,,,1/8,9/16,,,,,6-Feb,,,,,,,,
,1/4 NPT Male X 7/16 JIC Male,2.25,NJ1M-04-04,291,NJ1M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 9/16 JIC Male,4.4,NJ1M-04-06,161,NJ1M,,,,,1/4,9/16,,,,,6-Apr,,,,,,,,
,1/4 NPT Male X 3/4 JIC Male,4.85,NJ1M-04-08,43,NJ1M,,,,,1/4,3/4,,,,,8-Apr,,,,,,,,
,3/8 NPT Male X 7/16 JIC Male,4.05,NJ1M-06-04,174,NJ1M,,,,,3/8,7/16,,,,,4-Jun,,,,,,,,
,3/8 NPT Male  X 1/2 JIC Male,14.24,NJ1M-06-05,10,NJ1M,,,,,3/8,1/2,,,,,5-Jun,,,,,,,,
,3/8 NPT Male X 9/16 JIC Male,3.05,NJ1M-06-06,109,NJ1M,,,,,3/8,9/16,,,,,6-Jun,,,,,,,,
,3/8 NPT Male X 3/4 JIC Male,3.35,NJ1M-06-08,75,NJ1M,,,,,3/8,3/4,,,,,8-Jun,,,,,,,,
,3/8 NPT Male X 7/8 JIC Male,4.3,NJ1M-06-10,29,NJ1M,,,,,3/8,7/8,,,,,10-Jun,,,,,,,,
,1/2 NPT Male X 7/16 JIC Male,5.8,NJ1M-08-04,65,NJ1M,,,,,1/2,7/16,,,,,4-Aug,,,,,,,,
,1/2 NPT Male X 9/16 JIC Male,5.1,NJ1M-08-06,8,NJ1M,,,,,1/2,9/16,,,,,6-Aug,,,,,,,,
,1/2 NPT Male x 3/4 JIC Male,4.8,NJ1M-08-08,107,NJ1M,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 7/8 JIC Male,6.2,NJ1M-08-10,46,NJ1M,,,,,1/2,7/8,,,,,10-Aug,,,,,,,,
,1/2 NPT Male X 1-1/16 JIC Male,5.25,NJ1M-08-12,35,NJ1M,,,,,1/2,1 1/16,,,,,12-Aug,,,,,,,,
,3/4 NPT Male X 9/16 JIC Male,7.55,NJ1M-12-06,23,NJ1M,,,,,3/4,9/16,,,,,6-Dec,,,,,,,,
,3/4 NPT Male X 3/4 JIC Male,7.95,NJ1M-12-08,59,NJ1M,,,,,3/4,3/4,,,,,8-Dec,,,,,,,,
,3/4 NPT Male X 7/8 JIC Male,5.15,NJ1M-12-10,21,NJ1M,,,,,3/4,7/8,,,,,10-Dec,,,,,,,,
,3/4 NPT Male X 1-1/16 JIC Male,6.1,NJ1M-12-12,115,NJ1M,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,3/4 NPT Male X 1-5/16 JIC Male,10.45,NJ1M-12-16,4,NJ1M,,,,,3/4,1 5/16,,,,,16-Dec,,,,,,,,
,1-0 NPT Male X 3/4 JIC Male,11.15,NJ1M-16-08,29,NJ1M,,,,,1,3/4,,,,,16-08,,,,,,,,
,1-0 NPT Male X 7/8 JIC Male,24.87,NJ1M-16-10,4,NJ1M,,,,,1,7/8,,,,,16-10,,,,,,,,
,1-0 NPT Male X 1-1/16 JIC Male,13.7,NJ1M-16-12,44,NJ1M,,,,,1,1 1/16,,,,,16-12,,,,,,,,
,1-0 NPT Male X 1-5/16 JIC Male,14.8,NJ1M-16-16,253,NJ1M,,,,,1,1 5/16,,,,,16-16,,,,,,,,
,1-0 NPT Male X 1-5/8 JIC Male,23,NJ1M-16-20,16,NJ1M,,,,,1,1 5/8,,,,,16-20,,,,,,,,
,1-1/4 NPT Male X 1-5/16 JIC Male,23,NJ1M-20-16,22,NJ1M,,,,,1 1/4,1 5/16,,,,,20-16,,,,,,,,
,1-1/4 NPT Male X 1-5/8 JIC Male,20,NJ1M-20-20,200,NJ1M,,,,,1 1/4,1 5/8,,,,,20-20,,,,,,,,
,1-1/4 NPT Male X 1-7/8 JIC Male,46.2,NJ1M-20-24,18,NJ1M,,,,,1 1/4,1 7/8,,,,,20-24,,,,,,,,
,1-1/2 NPT Male X 1-5/16 JIC Male,37.75,NJ1M-24-16,33,NJ1M,,,,,1 1/2,1 5/16,,,,,24-16,,,,,,,,
,1-1/2 NPT Male X 1-5/8 JIC Male,52.8,NJ1M-24-20,16,NJ1M,,,,,1 1/2,1 5/8,,,,,24-20,,,,,,,,
,1-1/2 NPT Male X 1-7/8 JIC Male,37.2,NJ1M-24-24,16,NJ1M,,,,,1 1/2,1 7/8,,,,,24-24,,,,,,,,
,1-1/2 NPT Male X 2-1/2 JIC Male,142.55,NJ1M-24-32,3,NJ1M,,,,,1 1/2,2 1/2,,,,,24-32,,,,,,,,
,2-0 NPT Male X 1-7/8 JIC Male,101,NJ1M-32-24,0,NJ1M,,,,,2,1 7/8,,,,,32-24,,,,,,,,
,2-0 NPT Male X 2-1/2 JIC Male,92,NJ1M-32-32,7,NJ1M,,,,,2,2 1/2,,,,,32-32,,,,,,,,
NJ1MFS,,POA,,POA,,,,NPT Male X JIC Female Swivel,,NPT M,JIC F,,,,,12880,http://localhost/truflow/public/admin/images/csv_product_img/NJ1MFS.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/8 NPT Male X 7/16 JIC Female Swivel,6.5,NJ1MFS-02-04,681,NJ1MFS,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/4 NPT Male X 7/16 JIC Female Swivel,14.97,NJ1MFS-04-04,144,NJ1MFS,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 9/16 JIC Female Swivel,16.78,NJ1MFS-04-06,221,NJ1MFS,,,,,1/4,1/2,,,,,6-Apr,,,,,,,,
,3/8 NPT Male X 9/16 JIC Female Swivel,24.9,NJ1MFS-06-06,50,NJ1MFS,,,,,3/8,1/2,,,,,6-Jun,,,,,,,,
,3/8 NPT Male X 3/4 JIC Female Swivel,8.9,NJ1MFS-06-08,94,NJ1MFS,,,,,3/8,3/4,,,,,8-Jun,,,,,,,,
,1/2 NPT Male X 3/4 JIC Female Swivel,8.2,NJ1MFS-08-08,15,NJ1MFS,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 7/8 JIC Female Swivel,11.25,NJ1MFS-08-10,95,NJ1MFS,,,,,1/2,7/8,,,,,10-Aug,,,,,,,,
,3/4 NPT Male X 1-1/16 JIC Female Swivel,15.25,NJ1MFS-12-12,93,NJ1MFS,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,1-0 NPT Male X 1-5/16 JIC Female Swivel,24.7,NJ1MFS-16-16,88,NJ1MFS,,,,,1,1 5/16,,,,,16-16,,,,,,,,
,3/4 NPT Male X 1-5/8 JIC Female Swivel,38.75,NJ1MFS-20-20,19,NJ1MFS,,,,,1 1/4,1 5/8,,,,,20-20,,,,,,,,
,1-1/2 NPT Male X 1-7/8 JIC Female Swivel,72.8,NJ1MFS-24-24,9,NJ1MFS,,,,,1 1/2,1 7/8,,,,,24-24,,,,,,,,
,2-0 NPT Male X 2-1/2 JIC Female Swivel,124.8,NJ1MFS-32-32,0,NJ1MFS,,,,,2,2 1/2,,,,,32-32,,,,,,,,
NJ3ML,,POA,,POA,,,,NPT Male (Leg) X JICM X JICM Tee,,NPT M,JIC M,JIC M,,,,14120,http://localhost/truflow/public/admin/images/csv_product_img/NJ3ML.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,1/4NPTMale(Leg)X7/16JICMX7/16JICM Tee,18.76,NJ3ML-04-04-04,20,NJ3ML,,,,,1/4,7/16,7/16,,,,4/4/2004,,,,,,,,
,1/4 NPTMale(Leg)X9/16JICMX9/16JICM Tee,20.06,NJ3ML-04-06-06,20,NJ3ML,,,,,1/4,9/16,9/16,,,,4/6/2006,,,,,,,,
NJ3MR,,POA,,POA,,,,NPT Male(Run) X JIC Male X JIC Male,,NPT M,JIC M,JIC M,,,,14130,http://localhost/truflow/public/admin/images/csv_product_img/NJ3MR.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,3/8 NPT Male(Run) X 9/16 JIC Male X 9/16 JIC Male,50.35,NJ3MR-06-06-06,5,NJ3MR,,,,,3/8,9/16,9/16,,,,6/6/2006,,,,,,,,
,3/8 NPT Male(Run)X3/4JICMX3/4JICM Tee,27.49,NJ3MR-06-08-08,4,NJ3MR,,,,,3/8,3/4,3/4,,,,6/8/2008,,,,,,,,
NJ4M,,POA,,POA,,,,NPT Male X JIC Male 45¿,,NPT M,JIC M,,,,,13270,http://localhost/truflow/public/admin/images/csv_product_img/NJ4M.jpg,Hydraulic , Adaptors , 45¿ Adaptors,,,,
,1/8 NPT Male X 7/16 JIC Male 45¿,9.75,NJ4M-02-04,70,NJ4M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/8 NPT Male X 1/2 JIC Male 45¿,27.38,NJ4M-02-05,0,NJ4M,,,,,1/8,1/2,,,,,5-Feb,,,,,,,,
,1/8 NPT Male X 9/16 JIC Male 45¿,12.3,NJ4M-02-06,122,NJ4M,,,,,1/8,9/16,,,,,6-Feb,,,,,,,,
,1/4 NPT Male X 7/16 JIC Male 45¿,10.25,NJ4M-04-04,313,NJ4M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 9/16 JIC Male 45¿,11.5,NJ4M-04-06,443,NJ4M,,,,,1/4,9/16,,,,,6-Apr,,,,,,,,
,1/4 NPT Male X 3/4 JIC Male 45¿,18.05,NJ4M-04-08,173,NJ4M,,,,,1/4,3/4,,,,,8-Apr,,,,,,,,
,3/8 NPT Male X 7/16 JIC Male 45¿,12.95,NJ4M-06-04,185,NJ4M,,,,,3/8,7/16,,,,,4-Jun,,,,,,,,
,3/8 NPT Male X 9/16 JIC Male 45¿,11.95,NJ4M-06-06,313,NJ4M,,,,,3/8,9/16,,,,,6-Jun,,,,,,,,
,3/8 NPT Male X 3/4 JIC Male 45¿,12.9,NJ4M-06-08,193,NJ4M,,,,,3/8,3/4,,,,,8-Jun,,,,,,,,
,3/8 NPT Male X 7/8 JIC Male 45¿,19.15,NJ4M-06-10,156,NJ4M,,,,,3/8,7/8,,,,,10-Jun,,,,,,,,
,1/2 NPT Male X 9/16 JIC Male 45¿,19.5,NJ4M-08-06,146,NJ4M,,,,,1/2,9/16,,,,,6-Aug,,,,,,,,
,1/2 NPT Male X 3/4 JIC Male 45¿,18.05,NJ4M-08-08,3,NJ4M,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 7/8 JIC Male 45¿,19.1,NJ4M-08-10,15,NJ4M,,,,,1/2,7/8,,,,,10-Aug,,,,,,,,
,1/2 NPT Male X 1-1/16 JIC Male 45¿,24.9,NJ4M-08-12,177,NJ4M,,,,,1/2,1 1/16,,,,,12-Aug,,,,,,,,
,3/4 NPT Male X 3/4 JIC Male 45¿,25.05,NJ4M-12-08,179,NJ4M,,,,,3/4,3/4,,,,,8-Dec,,,,,,,,
,3/4 NPT Male X 7/8 JIC Male 45¿,24.75,NJ4M-12-10,177,NJ4M,,,,,3/4,7/8,,,,,10-Dec,,,,,,,,
,3/4 NPT Male X 1-1/16 JIC Male 45¿,23.85,NJ4M-12-12,25,NJ4M,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,3/4 NPT Male X 1-5/16 JIC Male 45¿,33.65,NJ4M-12-16,180,NJ4M,,,,,3/4,1 5/16,,,,,16-Dec,,,,,,,,
,1-0 NPT Male X 1-1/16 JIC Male 45¿,30.75,NJ4M-16-12,174,NJ4M,,,,,1,1 1/16,,,,,16-12,,,,,,,,
,1-0 NPT Male X 1-5/16 JIC Male 45¿,29.05,NJ4M-16-16,94,NJ4M,,,,,1,1 5/16,,,,,16-16,,,,,,,,
,1-0 NPT Male X 1-5/8 JIC Male 45¿,65.9,NJ4M-16-20,140,NJ4M,,,,,1,1 5/8,,,,,16-20,,,,,,,,
,1-1/4 NPT Male X 1-5/16 JIC Male 45¿,64.9,NJ4M-20-16,141,NJ4M,,,,,1 1/4,1 5/16,,,,,20-16,,,,,,,,
,1-1/4 NPT Male X 1-5/8 JIC Male 45¿,63.95,NJ4M-20-20,26,NJ4M,,,,,1 1/4,1 5/8,,,,,20-20,,,,,,,,
,1-1/2 NPT Male X 1-7/8 JIC Male 45¿,88.9,NJ4M-24-24,22,NJ4M,,,,,1 1/2,1 7/8,,,,,24-24,,,,,,,,
,2-0 NPT Male X 2-1/2 JIC Male 45¿,152.45,NJ4M-32-32,56,NJ4M,,,,,2,2 1/2,,,,,32-32,,,,,,,,
NJ9M,,POA,,POA,,,,NPT Male X JIC Male 90¿,,NPT M,JIC M,,,,,13680,http://localhost/truflow/public/admin/images/csv_product_img/NJ9M.jpg,Hydraulic , Adaptors , 90¿ Adaptors,,,,
,1/8 NPT MaleX7/16JIC Male 90¿(30mm Drop),16.37,NJ9L30M-02-04,62,NJ9M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/8 NPT Malex7/16JIC Male 90¿(40mm Drop),20.73,NJ9L40M-02-04,113,NJ9M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/4 NPT MaleX7/16JIC Male 90¿(40mm Drop),17.88,NJ9L40M-04-04,20,NJ9M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/8 NPT MaleX7/16 JICMale 90¿(58mm Drop),16.85,NJ9L58M-02-04,34,NJ9M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/8 NPT Male X 7/16 JIC Male 90¿,7.35,NJ9M-02-04,387,NJ9M,,,,,1/8,7/16,,,,,4-Feb,,,,,,,,
,1/8 NPT Male X 9/16 JIC Male 90¿,7.75,NJ9M-02-06,144,NJ9M,,,,,1/8,9/16,,,,,6-Feb,,,,,,,,
,1/4 NPT Male X 7/16 JIC Male 90¿,6.65,NJ9M-04-04,69,NJ9M,,,,,1/4,7/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 1/2-20 JIC Male 90¿,7.25,NJ9M-04-05,0,NJ9M,,,,,1/4,1/2,,,,,5-Apr,,,,,,,,
,1/4 NPT Male X 9/16 JIC Male 90¿,8.6,NJ9M-04-06,111,NJ9M,,,,,1/4,9/16,,,,,6-Apr,,,,,,,,
,1/4 NPT Male X 3/4 JIC Male 90¿,9.55,NJ9M-04-08,8,NJ9M,,,,,1/4,3/4,,,,,8-Apr,,,,,,,,
,3/8 NPT Male X 7/16 JIC Male 90¿,6.8,NJ9M-06-04,15,NJ9M,,,,,3/8,7/16,,,,,4-Jun,,,,,,,,
,3/8 NPT Male X 9/16 JIC Male 90¿,9.45,NJ9M-06-06,67,NJ9M,,,,,3/8,9/16,,,,,6-Jun,,,,,,,,
,3/8 NPT Male X 3/4 JIC Male 90,9.55,NJ9M-06-08,43,NJ9M,,,,,3/8,3/4,,,,,8-Jun,,,,,,,,
,1/2 NPT Male X 9/16 JIC Male 90¿,12.3,NJ9M-08-06,10,NJ9M,,,,,1/2,9/16,,,,,6-Aug,,,,,,,,
,1/2 NPT Male X 3/4 JIC Male 90¿,10.5,NJ9M-08-08,35,NJ9M,,,,,1/2,3/4,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 7/8 JIC Male 90¿,10.6,NJ9M-08-10,476,NJ9M,,,,,1/2,7/8,,,,,10-Aug,,,,,,,,
,1/2 NPT Male X 1-1/16 JIC Male 90¿,14.4,NJ9M-08-12,233,NJ9M,,,,,1/2,1 1/16,,,,,12-Aug,,,,,,,,
,3/4 NPT Male X 3/4 JIC Male 90¿,13.7,NJ9M-12-08,73,NJ9M,,,,,3/4,3/4,,,,,8-Dec,,,,,,,,
,3/4 NPT Male X 7/8 JIC Male 90¿,13.4,NJ9M-12-10,223,NJ9M,,,,,3/4,7/8,,,,,10-Dec,,,,,,,,
,3/4 NPT Male X 1-1/16 JIC Male 90¿,12.75,NJ9M-12-12,45,NJ9M,,,,,3/4,1 1/16,,,,,12-Dec,,,,,,,,
,3/4 NPT Male X 1-5/16 JIC Male 90¿,24.4,NJ9M-12-16,10,NJ9M,,,,,3/4,1 5/16,,,,,16-Dec,,,,,,,,
,1-0 NPT Male X 1-1/16 JIC Male 90¿,22.8,NJ9M-16-12,23,NJ9M,,,,,1,1 1/16,,,,,16-12,,,,,,,,
,1-0 NPT Male X 1-5/16 JIC Male 90¿,20.05,NJ9M-16-16,65,NJ9M,,,,,1,1 5/16,,,,,16-16,,,,,,,,
,1-0 NPT Male X 1-5/8 JIC Male 90¿,31.6,NJ9M-16-20,9,NJ9M,,,,,1,1 5/8,,,,,16-20,,,,,,,,
,1-1/4 NPT Male X 1-1/16 JIC Male 90¿,69.3,NJ9M-20-12,1,NJ9M,,,,,1 1/4,1 1/16,,,,,20-12,,,,,,,,
,1-1/4 NPT Male X 1-5/16 JIC Male 90¿,62.48,NJ9M-20-16,11,NJ9M,,,,,1 1/4,1 5/16,,,,,20-16,,,,,,,,
,1-1/4 NPT Male X 1-5/8 JIC Male 90¿,53.5,NJ9M-20-20,326,NJ9M,,,,,1 1/4,1 5/8,,,,,20-20,,,,,,,,
,1-1/2 NPT Male X 1-7/8 JIC Male 90¿,80,NJ9M-24-24,19,NJ9M,,,,,1 1/2,1 7/8,,,,,24-24,,,,,,,,
,1-1/2 NPT Male X 2-1/2 JIC Male 90¿,246.24,NJ9M-24-32,3,NJ9M,,,,,1 1/2,2 1/2,,,,,24-32,,,,,,,,
,2-0  NPT Male X 1-7/8 JIC Male 90¿,356.58,NJ9M-32-24,0,NJ9M,,,,,2,1 7/8,,,,,32-24,,,,,,,,
,2-0 NPT Male X 2-1/2 JIC Male 90¿,130,NJ9M-32-32,8,NJ9M,,,,,2,2 1/2,,,,,32-32,,,,,,,,
NMH1M,,POA,,POA,,,,NPT Male X Metric Heavy (S) Male,,NPT M,Metric M,,,,,12890,http://localhost/truflow/public/admin/images/csv_product_img/NMH1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,3/8 NPT Male X 18mm Metric Heavy Male,24.85,NMH1M-06-18M,0,NMH1M,,,,,3/8,M18X1.5,,,,,06-18M,,,,,,,,
,3/8 NPT Male X 20mm Metric Heavy Adaptor,7.5,NMH1M-06-20M,10,NMH1M,,,,,3/8,M20X1.5,,,,,06-20M,,,,,,,,
,1/2 NPT Male X 22mm Metric Heavy Adaptor,9.2,NMH1M-08-22M,13,NMH1M,,,,,1/2,M22X1.5,,,,,08-22M,,,,,,,,
NMH1MFS,,POA,,POA,,,,NPT Male X Metric Heavy (S) Female Swivel,,NPT M,Metric M,,,,,12891,http://localhost/truflow/public/admin/images/csv_product_img/NMH1MFS.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,,17.15,NMH1MFS-06-18M,4,NMH1MFS,,,,,3/8,M18X1.5,,,,,06-18M,,,,,,,,
NORS1M,,POA,,POA,,,,NPT Male X ORFS Male,,NPT M,ORFSM,,,,,12900,http://localhost/truflow/public/admin/images/csv_product_img/NORS1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/8 NPT Male X 9/16 ORFS-Male,4.7,NORS1M-02-04,684,NORS1M,,,,,1/8,9/16,,,,,4-Feb,,,,,,,,
,1/4 NPT Male X 9/16 ORFS Male,4.3,NORS1M-04-04,994,NORS1M,,,,,1/4,9/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 11/16 ORFS Male,5.25,NORS1M-04-06,14,NORS1M,,,,,1/4,11/16,,,,,6-Apr,,,,,,,,
,3/8 NPT Male X 11/16 ORFS Male,5.25,NORS1M-06-06,109,NORS1M,,,,,3/8,11/16,,,,,6-Jun,,,,,,,,
,3/8 NPT Male X 13/16 ORFS Male,20.58,NORS1M-06-08,0,NORS1M,,,,,3/8,13/16,,,,,8-Jun,,,,,,,,
,1/2 NPT Male X 9/16 ORFS Male,11.44,NORS1M-08-04,0,NORS1M,,,,,1/2,9/16,,,,,4-Aug,,,,,,,,
,1/2 NPT Male X 13/16 ORFS Male,7.15,NORS1M-08-08,185,NORS1M,,,,,1/2,13/16,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 1-0 ORFS Male,8,NORS1M-08-10,20,NORS1M,,,,,1/2,1,,,,,10-Aug,,,,,,,,
,3/4 NPT Male X 13/16 ORFS Male,34.65,NORS1M-12-08,0,NORS1M,,,,,3/4,13/16,,,,,8-Dec,,,,,,,,
,3/4 NPT Male X 1-3/16 ORFS Male,13.65,NORS1M-12-12,0,NORS1M,,,,,3/4,1 3/16,,,,,12-Dec,,,,,,,,
,1-0 NPT Male X 1-7/16 ORFS Male,16.6,NORS1M-16-16,31,NORS1M,,,,,1,1 7/16,,,,,16-16,,,,,,,,
NORS9M,,POA,,POA,,,,NPT Male X ORFS Male 90¿,,NPT M,ORFS M,,,,,13700,http://localhost/truflow/public/admin/images/csv_product_img/NORS9M.jpg,Hydraulic , Adaptors , 90¿ Adaptors,,,,
,1/8 NPT Male X 9/16 ORFS Male 90¿,7.7,NORS9M-02-04,730,NORS9M,,,,,1/8,9/16,,,,,4-Feb,,,,,,,,
,1/4 NPT Male X 9/16 ORFS Male 90¿,8.35,NORS9M-04-04,65,NORS9M,,,,,1/4,9/16,,,,,4-Apr,,,,,,,,
,1/4 NPT Male X 11/16 ORFS Male 90¿,9.75,NORS9M-04-06,42,NORS9M,,,,,1/4,11/16,,,,,6-Apr,,,,,,,,
,1/2 NPT Male  X 13/16 ORFS Male 90¿,31.69,NORS9M-08-08,29,NORS9M,,,,,1/2,13/16,,,,,8-Aug,,,,,,,,
,1/2 NPT Male X 1-0 ORFS Male 90¿,57.1,NORS9M-08-10,20,NORS9M,,,,,1/2,1,,,,,10-Aug,,,,,,,,
,3/4 NPT Male X 1-3/16 ORFS Male 90¿,52.52,NORS9M-12-12,14,NORS9M,,,,,3/4,1 3/16,,,,,12-Dec,,,,,,,,
,1-0 NPT Male X 1-7/16 ORFS Male 90¿,30.15,NORS9M-16-16,10,NORS9M,,,,,1,1 7/16,,,,,16-16,,,,,,,,
NP,,POA,,POA,,,,NPT Plug,,NPT M,,,,,,14920,http://localhost/truflow/public/admin/images/csv_product_img/NP.jpg,Hydraulic , Adaptors , Plugs,,,,
,1/8 NPT  Plug,2.2,NP-02,39,NP,,,,,1/8,,,,,,2,,,,,,,,
,1/4 NPT  Plug,2.25,NP-04,292,NP,,,,,1/4,,,,,,4,,,,,,,,
,3/8 NPT  Plug,3.75,NP-06,305,NP,,,,,3/8,,,,,,6,,,,,,,,
,1/2 NPT  Plug,5.2,NP-08,108,NP,,,,,1/2,,,,,,8,,,,,,,,
,3/4 NPT  Plug,6.45,NP-12,116,NP,,,,,3/4,,,,,,12,,,,,,,,
,1-0 NPT  Plug,12.5,NP-16,396,NP,,,,,1,,,,,,16,,,,,,,,
,1-1/4 NPT  Plug,18.25,NP-20,10,NP,,,,,1 1/4,,,,,,20,,,,,,,,
,1-1/2 NPT  Plug,20.95,NP-24,53,NP,,,,,1 1/2,,,,,,24,,,,,,,,
,2-0 NPT  Plug,37.2,NP-32,44,NP,,,,,2,,,,,,32,,,,,,,,
