product_name,variant_name,variant_price,variant_sku,Variant values Stock,parent,Favourite,Product Description, Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
FBL62,,POA,,POA,,,,Code 62 Flange Blank (Low Pressure),,Code 62,,,,,,14670,http://localhost/truflow/public/admin/images/csv_product_img/FBL62.jpg,Hydraulic , Adaptors , SAE Flange , Flange Blanks,,,
,1/2 Code 62 Flange Blank Low Pressure,51.4,FBL62-08,10,FBL62,,,,,1/2,,,,,,8,,,,,,,,
,3/4 Code 62 Flange Blank Low Pressure,61.65,FBL62-12,16,FBL62,,,,,3/4,,,,,,12,,,,,,,,
,1-0 Code 62 Flange Blank Low Pressure,69.5,FBL62-16,12,FBL62,,,,,1,,,,,,16,,,,,,,,
,1-1/4 Code 62 Flange Blank Low Pressure,79.5,FBL62-20,20,FBL62,,,,,1 1/4,,,,,,20,,,,,,,,
,1-1/2 Code 62 Flange Blank Low Pressure,92.2,FBL62-24,16,FBL62,,,,,1 1/2,,,,,,24,,,,,,,,
,2-0 Code 62 Flange Blank Low Pressure,108.2,FBL62-32,30,FBL62,,,,,2,,,,,,32,,,,,,,,
FCV,,0,,0,,,,Needle Valve - Unchecked,,BSP F,,,,,,17830,http://localhost/truflow/public/admin/images/csv_product_img/FCV.jpg,Hydraulic , Valves , Needle Valves,,,,
,1/4 NEEDLE VALVE UNCHECKED BSPP,71.9,FCV-04,81,FCV,,,,,1/4,,,,,,4,,,,,,,,
,3/8 NEEDLE VALVE UNCHECKED BSPP,79.05,FCV-06,119,FCV,,,,,3/8,,,,,,6,,,,,,,,
,1/2 NEEDLE VALVE UNCHECKED BSPP,80.3,FCV-08,132,FCV,,,,,1/2,,,,,,8,,,,,,,,
,3/4 NEEDLE VALVE UNCHECKED BSPP,154.3,FCV-12,97,FCV,,,,,3/4,,,,,,12,,,,,,,,
,1 NEEDLE VALVE UNCHECKED BSPP,199.75,FCV-16,17,FCV,,,,,1,,,,,,16,,,,,,,,
,1-1/4 NEEDLE VALVE UNCHECKED BSPP,493.1,FCV-20,12,FCV,,,,,1 1/4,,,,,,20,,,,,,,,
FIRG-F-BSP,,0,,0,,,,Flat Face Female Coupling x BSPP Female,,Body,BSPP F,,,,,16780,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,3/4  Flat Face Body X 1-0 BSPP Female,323.8,F-FIRG-100-BSP,179,FIRG-F-BSP,,,,,3/4,1,,,,,1216,,,,,,,,
,1-1/2 Flat Face Body X 1-1/2 BSPP Female,1597.75,F-FIRG-112-BSP,6,FIRG-F-BSP,,,,,1-1/2,1 1/2,,,,,2424,,,,,,,,
,1-0 Flat Face Body X 1-1/4 BSPP Female,608.75,F-FIRG-114-BSP,68,FIRG-F-BSP,,,,,1,1 1/4,,,,,1620,,,,,,,,
,1/2 Flat Face Body X 1/2 BSPP Female,144.95,F-FIRG-12-A-BSP,161,FIRG-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,3/8 Flat Face Body X  1/2 BSPP Female,106.4,F-FIRG-12-BSP,259,FIRG-F-BSP,,,,,3/8,1/2,,,,,608,,,,,,,,
,1/4 Flat Face Body X 1/4 BSPP Female,83.75,F-FIRG-14-BSP,109,FIRG-F-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,2-0 Flat Face Body X 2-0 BSPP Female,2204.1,F-FIRG-200-BSP,0,FIRG-F-BSP,,,,,2,2,,,,,3232,,,,,,,,
,3/4 Flat Face Body X 3/4 BSPP Female,266.7,F-FIRG-34-A-BSP,81,FIRG-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,5/8 Flat Face Body X 3/4 BSPP Female,225.25,F-FIRG-34-B-BSP,43,FIRG-F-BSP,,,,,5/8,3/4,,,,,1012,,,,,,,,
,1/2 Flat Face Body X 3/4 BSPP Female,148.2,F-FIRG-34-BSP,457,FIRG-F-BSP,,,,,1/2,3/4,,,,,812,,,,,,,,
,3/8 Flat Face Body X 3/8 BSPP Female,87.3,F-FIRG-38-BSP,132,FIRG-F-BSP,,,,,3/8,3/8,,,,,608,,,,,,,,
FIRG-F-Cap,,POA,,POA,,,,Cap to suit Flat Face Female Coupling,,Body,,,,,,16720,http://localhost/truflow/public/admin/images/csv_product_img/QR Cap.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,Cap To suit 3/4  Flat Face Body  -  PVC,21.95,Cap-F-FIRG-100-Red,31,FIRG-F-Cap,,,,,3/4,,,,,,1200,,,,,,,,
,Cap To Suit 1-0  Flat Face Body - PVC,21.95,Cap-F-FIRG-114-Red,43,FIRG-F-Cap,,,,,1,,,,,,1600,,,,,,,,
,Cap To Suit 1/2  Flat Face Body  - PVC,14.8,Cap-F-FIRG-12-A-Red,76,FIRG-F-Cap,,,,,1/2,,,,,,800,,,,,,,,
,Cap To Suit 3/8  Flat Face Body - PVC,13.45,Cap-F-FIRG-12-Red,52,FIRG-F-Cap,,,,,3/8,,,,,,600,,,,,,,,
,Cap To Suit 1/4  Flat Face Body  - PVC,10.8,Cap-F-FIRG-14-Red,36,FIRG-F-Cap,,,,,1/4,,,,,,400,,,,,,,,
,Cap To Suit 5/8  Flat Face Body  - PVC,16.05,CAP-F-FIRG-34-B,33,FIRG-F-Cap,,,,,5/8,,,,,,1000,,,,,,,,
FIRG-F-JIC,,POA,,POA,,,,Flat Face Female Coupling x JIC Male Bulkhead,,Body,JIC M,,,,,16790,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-F-JIC.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,1/2 Flat Face Body X 1-1/16 JIC Male BulkHead,192.3,F-A-13-3/4-JIC-BH,2,FIRG-F-JIC,,,,,1/2,1 1/16,,,,,817,,,,,,,,
,1/2 Flat Face Body  X 7/8 JIC Male BulkHead,192.3,F-A-13D-5/8-JIC-BH,1,FIRG-F-JIC,,,,,1/2,7/8,,,,,814,,,,,,,,
FIRG-F-ORFS,,0,,0,,,,Flat Face Female Coupling x ORFS Male Bulkhead,,Body,ORFS M,,,,,16810,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-F-ORFS.jpG,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,1/2 Flat Face Body X 1-7/16 ORFS Male BulkHead,176.2,F-A-13D-1-ORFS-BH,2,FIRG-F-ORFS,,,,,1/2,1 7/16,,,,,823,,,,,,,,
,1/2 Flat Face Body X 1-0 ORFS Male Bulkhead,166.8,F-A-13D-5/8-ORFS-BH,2,FIRG-F-ORFS,,,,,1/2,1,,,,,816,,,,,,,,
,1/2 Nipple X 13 /16 ORFS Male BulkHead Flat Face,0,M-A-13-1/2-ORFS-BH,0,FIRG-F-ORFS,,,,,1/2,13/16,,,,,816,,,,,,,,
,1/2 Nipple X 1-7/16 ORFS Male BulkHead Flat Face,116.15,M-A-13-1-ORFS-BH,2,FIRG-F-ORFS,,,,,1/2,1 7/16,,,,,823,,,,,,,,
,1/2 Nipple X 1-0 ORFS Male Bulkhead Flat Face,101.4,M-A-13-58-ORFS-BH,4,FIRG-F-ORFS,,,,,1/2,1,,,,,816,,,,,,,,
,3/4 Nipple X 1-7/16 ORFS Male BulkHead Flat Face,261.15,M-A17-1-ORFS-BH,0,FIRG-F-ORFS,,,,,3/4,1 7/16,,,,,1223,,,,,,,,
FIRG-F-SAE,,POA,,POA,,,,Flat Face Female Coupling x UNO Female,,Body,UNO F,,,,,16820,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,3/4 Flat Face Body X 1-5/16 UNO Female,269.7,F-FIRG-100-SAE,10,FIRG-F-SAE,,,,,3/4,1 5/16,,,,,1221,,,,,,,,
,1/4 Flat Face Body X 9/16 UNO Female,85.5,F-FIRG-14-3/8-SAE,4,FIRG-F-SAE,,,,,1/4,9/16,,,,,409,,,,,,,,
,3/4 Flat Face Body X 1-1/16 UNO Female,511.6,F-FIRG-34-A-SAE,2,FIRG-F-SAE,,,,,3/4,1 1/16,,,,,1217,,,,,,,,
,5/8 Flat Face Body X 1-1/16 UNO Female,254.9,F-FIRG-34-B-SAE,4,FIRG-F-SAE,,,,,5/8,1 1/16,,,,,1017,,,,,,,,
,1/2 Flat Face Body X 1-1/16 UNO Female,154,F-FIRG-34-SAE,4,FIRG-F-SAE,,,,,1/2,1 1/16,,,,,817,,,,,,,,
,3/8 Flat Face Body X 3/4 UNO Female,149.7,F-FIRG-38-1/2-SAE,2,FIRG-F-SAE,,,,,3/8,3/4,,,,,612,,,,,,,,
FIRG-M-BSP,,POA,,POA,,,,Flat Face Female Coupling x BSPP Female,,Body,BSPP F,,,,,16830,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,1-0 Nipple X 1-0 BSPP Female Flat Face,273.95,M-A-21-1IN-BSP,46,FIRG-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,3/4 Flat Face Nipple X 1-0 BSPP Female,179.7,M-FIRG-100-BSP,438,FIRG-M-BSP,,,,,3/4,1,,,,,1216,,,,,,,,
,1-1/2 Flat Face Nipple X 1-1/2 BSPP Female,957.5,M-FIRG-112-BSP,7,FIRG-M-BSP,,,,,1 1/2,1 1/2,,,,,2424,,,,,,,,
,1-0 Flat Face Nipple X 1-1/4 BSPP Female,339.7,M-FIRG-114-BSP,87,FIRG-M-BSP,,,,,1,1 1/4,,,,,1620,,,,,,,,
,1/2 Flat Face Nipple X 1/2 BSPP Female,97.55,M-FIRG-12-A-BSP,132,FIRG-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,3/8 Flat Face Nipple X 1/2 BSPP Female,59.35,M-FIRG-12-BSP,293,FIRG-M-BSP,,,,,3/8,1/2,,,,,608,,,,,,,,
,1/4 Flat Face Nipple X 1/4 BSPP Female,47.85,M-FIRG-14-BSP,109,FIRG-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,2-0 Flat Face Nipple X 2-0 BSPP Female,1345.25,M-FIRG-200-BSP,0,FIRG-M-BSP,,,,,2,2,,,,,3232,,,,,,,,
,3/4 Flat Face Nipple X 3/4 BSPP Female,141.65,M-FIRG-34-A-BSP,80,FIRG-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,5/8 Flat Face Nipple X 3/4 BSPP Female,143.85,M-FIRG-34-B-BSP,57,FIRG-M-BSP,,,,,5/8,3/4,,,,,1012,,,,,,,,
,1/2 Flat Face Nipple X 3/4 BSPP Female,101.1,M-FIRG-34-BSP,726,FIRG-M-BSP,,,,,1/2,3/4,,,,,812,,,,,,,,
,3/8 Flat Face Nipple X 3/8 BSPP Female,52.9,M-FIRG-38-BSP,83,FIRG-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
FIRG-M-Cap,,POA,,POA,,,,Cap to suit Flat Face Male Coupling,,Body,,,,,,16730,http://localhost/truflow/public/admin/images/csv_product_img/QR Cap.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,Cap To Suit 3/4  Flat Face Nipple  - PVC,22.35,Cap-M-FIRG-100-Red,4,FIRG-M-Cap,,,,,3/4,,,,,,1200,,,,,,,,
,Cap To Suit 1-0  Flat Face Nipple  - PVC,22.35,Cap-M-FIRG-114-Red,45,FIRG-M-Cap,,,,,1,,,,,,1600,,,,,,,,
,Cap To Suit 1/2  Flat Face Nipple  - PVC,14.8,Cap-M-FIRG-12-A-Red,91,FIRG-M-Cap,,,,,1/2,,,,,,800,,,,,,,,
,Cap To Suit 3/8  Flat Face Nipple  - PVC,13.45,Cap-M-FIRG-12-Red,105,FIRG-M-Cap,,,,,3/8,,,,,,600,,,,,,,,
,Cap To Suit 1/4  Flat Face Nipple  - PVC,10.8,CAP-M-FIRG-14-RED,35,FIRG-M-Cap,,,,,1/4,,,,,,400,,,,,,,,
,Cap To Suit 5/8  Flat Face Nipple  - PVC,16.05,CAP-M-FIRG-34-B,25,FIRG-M-Cap,,,,,5/8,,,,,,1000,,,,,,,,
FIRG-M-JIC,,0,,0,,,,Flat Face Male x JIC Male Bulkhead,,Body,JIC BH,,,,,16835,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-M-JIC.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,1/2 Nipple X 1-1/16 JIC Male BulkHead Flat Face,118.65,M-A-13-3/4-JIC-BH,2,FIRG-M-JIC,,,,,1/2,1 1/16,,,,,817,,,,,,,,
,1/2 Nipple X 7/8 JIC Male BulkHead Flat Face,118.65,M-A-13-5/8-JIC-BH,0,FIRG-M-JIC,,,,,1/2,7/8,,,,,814,,,,,,,,
FIRG-M-SAE,,POA,,0,,,,Flat Face Male Coupling x UNO Female,,Body,UNO F,,,,,16860,http://localhost/truflow/public/admin/images/csv_product_img/FIRG-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Flat Face,,,,
,1/2 Flat Face Nipple X 7/8 UNO Female,118.25,M-FIRG-12-A-58-SAE,7,FIRG-M-SAE,,,,,1/2,7/8,,,,,814,,,,,,,,
,1/4 Flat Face Nipple X 9/16 UNO Female,52.2,M-FIRG-14-3/8-SAE,4,FIRG-M-SAE,,,,,1/4,9/16,,,,,409,,,,,,,,
,3/4 Flat Face Nipple X 1-1/16 UNO Female,302.4,M-FIRG-34-A-SAE,1,FIRG-M-SAE,,,,,3/4,1 1/16,,,,,1221,,,,,,,,
,5/8 Flat Face Nipple X 1-1/16 UNO Female,216.1,M-FIRG-34-B-SAE,4,FIRG-M-SAE,,,,,5/8,1 1/16,,,,,1017,,,,,,,,
,1/2 Flat Face Nipple X 1-1/16 UNO Female,125.65,M-FIRG-34-SAE,9,FIRG-M-SAE,,,,,1/2,1 1/16,,,,,817,,,,,,,,
,3/8 Flat Face Nipple X 3/4 UNO Female,77.35,M-FIRG-38-1/2-SAE,6,FIRG-M-SAE,,,,,3/8,3/4,,,,,612,,,,,,,,
FLG,,POA,,POA,,,,Fluid Level Gauge,,,,,,,,17300,http://localhost/truflow/public/admin/images/csv_product_img/FLG.jpg,Hydraulic , Diagnostics , Gauges,,,,
,Fluid Level Gauge 127mm C to C BoltHoles,60,FLG-127,0,FLG,,,,,,,,,,,,,,,,,,,
,Fluid Level Gauge 254mm C to C BoltHoles,90,FLG-254,0,FLG,,,,,,,,,,,,,,,,,,,
G1,,POA,,POA,,,"Meets Flame Resistance Acceptance Designation ""MSHA 2G"".",SAE100R1 GATES 1-WIRE,,Hose ID,Hose OD (mm),Max W.P. (psi),Roll/Reel Length (m),,,10110,http://localhost/truflow/public/admin/images/csv_product_img/G1.jpg,Hydraulic , Hose , Medium Pressure Hose,,,,
,1-1/4 ID  1-Wire SAE100R1AT 925 PSI W.P.,100.66,G1-20,135.88,G1,,,,,1 1/4,43.4,925,37,,,20,,,,,,,,
,1-1/2 1-Wire SAE100R1AT  725 PSI W.P.,120.51,G1-24,212.66,G1,,,,,1 1/2,49.8,725,37,,,24,,,,,,,,
,2-0 1-Wire SAE100R1AT  600 P.S.I.  W.P.,148.9,G1-32,62.38,G1,,,,,2,63.8,600,635,,,32,,,,,,,,
G1H,,0,,0,,,"Meets Flame Resistance Acceptance Designation ""MSHA 2G"".",SAE100R1 GATES 1-WIRE HI-TEMP,,Hose ID,Hose OD (mm),Max W.P. (psi),Roll/Reel Length (m),,,10120,http://localhost/truflow/public/admin/images/csv_product_img/G1H.jpg,Hydraulic , Hose , Medium Pressure Hose,,,,
,1/4 SAE100R1T High-Temp 1-Wire Hose 2750 P.S.I.  W.P.,29.48,G1H-04,134.1,G1H,,,,,1/4,13.5,2750,134,,,4,,,,,,,,
,3/8 SAE100R1T High-Temp 1-Wire Hose 2750 P.S.I.  W.P.,33.06,G1H-06,117.3,G1H,,,,,3/8,17.3,2250,117,,,6,,,,,,,,
,1/2 SAE100R1T High-Temp 1-Wire Hose 2000 P.S.I.  W.P.,39.25,G1H-08,94.6,G1H,,,,,1/2,20.3,2000,178,,,8,,,,,,,,
,5/8 SAE100R1T High-Temp 1-Wire Hose  1500 P.S.I.  W.P.,POA,G1H-10,POA,G1H,,,,,5/8,23.6,1500,67,,,10,,,,,,,,
,3/4 SAE100R1T High-Temp 1-Wire Hose  1250 P.S.I.  W.P.,60.52,G1H-12,67.064,G1H,,,,,3/4,27.7,1250,67,,,12,,,,,,,,
,1-0 SAE100R1T High-Temp 1-Wire Hose  1000 P.S.I.  W.P.,POA,G1H-16,POA,G1H,,,,,1,35.5,1000,50,,,16,,,,,,,,
G2H,,0,,0,,,"Meets Flame Resistance Acceptance Designation ""MSHA 2G"".",SAE100R2 GATES 2-WIRE HI-TEMP,,Hose ID,Hose OD (mm),Max W.P. (psi),Roll/Reel Length (m),,,10170,http://localhost/truflow/public/admin/images/csv_product_img/G2H.jpg,Hydraulic , Hose , High Pressure Hose,,,,
,1-1/4 2-Wire SAE100R2AT High Temp. 1825 PSI W.P.,192.78,G2H-20,0,G2H,,,,,1 1/4,47.2,1825,37,,,20,,,,,,,,
,1-1/2 2-Wire SAE100R2AT High Temp,POA,G2H-24,POA,G2H,,,,,1 1/2,53.6,1300,37,,,24,,,,,,,,
,2 2-Wire SAE100R2AT High Temp. 1825 PSI W.P.,POA,G2H-32,POA,G2H,,,,,2,66.5,1175,37,,,32,,,,,,,,
G2XH,,POA,,POA,,,"Meets Flame Resistance Acceptance Designation ""MSHA 2G"".",SAE100R2 GATES 2-WIRE XTREME - HI-TEMP,,Hose ID,Hose OD (mm),Max W.P. (psi),Roll/Reel Length (m),,,10180,http://localhost/truflow/public/admin/images/csv_product_img/G2XH.jpg,Hydraulic , Hose , High Pressure Hose,,,,
,1/4 GATES HIGH TEMP 2WB,47.98,G2XH-04,184.34,G2XH,,,,,1/4,15,6000,168,,,4,,,,,,,,
,3/8 2.W.B HIGH TEMP HOSE,58.45,G2XH-06,242.54,G2XH,,,,,3/8,18.8,5000,122,,,6,,,,,,,,
,1/2 2.W.B HIGH TEMP HOSE,61.12,G2XH-08,205.097,G2XH,,,,,1/2,21.8,4250,101,,,8,,,,,,,,
,5/8 2 W.B High Temp Hose,72.01,G2XH-10,124.44,G2XH,,,,,5/8,25.1,3625,67,,,10,,,,,,,,
,3/4 2 WIRE HIGH TEMP HOSE,89.03,G2XH-12,219.777,G2XH,,,,,3/4,29.2,3100,67,,,12,,,,,,,,
,1 INCH 2 W.B HIGH TEMP HOSE,129.2,G2XH-16,191.785,G2XH,,,,,1,37.6,2500,50,,,16,,,,,,,,
,1-1/4 2-Wire High Temp. Hose,273.93,G2XH-20,21.505,G2XH,,,,,1 1/4,47.2,2250,40,,,20,,,,,,,,
,1-1/2 SAE100R2TYPE S High-Temp(Blue)2-Wire Braid 1800 PSI WP,350.33,G2XH-PERFORATED-24,197.997,G2XH,,,,,1 1/2,54.6,1800,40,,,24,,,,,,,,
,2-0 SAE100R2 TYPE S High-Temp(Blue) 2-Wire Braid 1500 PSI WP,393.12,G2XH-PERFORATED-32,204.8,G2XH,,,,,2,67.3,1500,40,,,32,,,,,,,,
GBML1M,,POA,,POA,,,,BSPT Male X Metric Male (LL) (Grease),,BSPT M,Metric M,,,,,12420,http://localhost/truflow/public/admin/images/csv_product_img/GBML1M.jpg,Grease , Grease Adaptors , Compression Fittings,,,,
,1/8 BSPTMaleX10mmMetricMale(6LL)(Grease),5.5,GBML1M-02-10M,563,GBML1M,,,,,1/8,M10X1.5,,,,,02-10M,,,,,,,,
GBML9M,,0,,0,,,,BSPT Male X Metric Male (LL) 90¿,,BSPT M,Metric M,,,,,13450,http://localhost/truflow/public/admin/images/csv_product_img/GBML9M.jpg,Grease , Grease Adaptors , Compression Fittings,,,,
,1/8 BSPT Male X 10mm Metric Male(6LL)90¿,28.85,GBML9M-02-10M,50,GBML9M,,,,,1/8,M10X1.5,,,,,02-10M,,,,,,,,
G-BSPBJ,,POA,,POA,,,,British Std Pipe Banjo,,Banjo,Hose ID,,Cut Off Factor mm,,,10430,http://localhost/truflow/public/admin/images/csv_product_img/G-BSPBJ.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , BSP MegaCrimp Tails,,
,3/4 BSP Banjo X 3/4 Straight Hose Tail,POA,12BSPBJ-12G,POA,G-BSPBJ,,,,,3/4,3/4,,43.7,,,12-Dec,,,,,,,,
,1/4 BSP Banjo X 1/4 Straight Hose Tail,37.83,4BSPBJ-4G,22,G-BSPBJ,,,,,1/4,1/4,,30.3,,,4-Apr,,,,,,,,
,3/8 BSP Banjo X 3/8 Straight Hose Tail,69.44,6BSPBJ-6G,8,G-BSPBJ,,,,,3/8,3/8,,32.4,,,6-Jun,,,,,,,,
,1/2 BSP Banjo X 1/2 Straight Hose Tail,POA,8BSPBJ-8G,POA,G-BSPBJ,,,,,1/2,1/2,,38.2,,,8-Aug,,,,,,,,
G-DBJ,,0,,POA,,,,International Thread Metric 7642 DIN Banjo,,Banjo,Hose ID,,Cut Off Factor mm,,,10590,http://localhost/truflow/public/admin/images/csv_product_img/G-DBJ.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , Metric MegaCrimp Tails,,
,10mm Metric Banjo X 1/4 Straight Hose Tail,28.95,10DBJ-4G,9,G-DBJ,,,,,10mm,1/4,,26.3,,,4-Oct,,,,,,,,
,12mm Metric Banjo X 1/4 Straight Hose Tail,36.28,12DBJ-4G,10,G-DBJ,,,,,12mm,1/4,,28.3,,,4-Dec,,,,,,,,
,12mm Metric Banjo X 3/8 Straight Hose Tail,POA,12DBJ-6G,POA,G-DBJ,,,,,12mm,3/8,,28.1,,,6-Dec,,,,,,,,
,14mm Metric Banjo X 3/8 Straight Hose Tail,44.77,14DBJ-6G,6,G-DBJ,,,,,14mm,3/8,,30.4,,,14 - 06,,,,,,,,
,16mm Metric Banjo X 3/8 Straight Hose Tail,40.13,16DBJ-6G,11,G-DBJ,,,,,16mm,3/8,,32.4,,,16 - 06,,,,,,,,
,18mm Metric Banjo X 3/8 Straight Hose Tail,POA,18DBJ-6G,POA,G-DBJ,,,,,18mm,3/8,,34.4,,,18 - 06,,,,,,,,
,18mm Metric Banjo X 1/2 Straight Hose Tail,57.93,18DBJ-8G,13,G-DBJ,,,,,18mm,1/2,,34.7,,,18 - 08,,,,,,,,
,22mm Metric Banjo X 5/8 Straight Hose Tail,POA,22DBJ-10G,POA,G-DBJ,,,,,22mm,5/8,,38.6,,,22 - 10,,,,,,,,
,26mm Metric Banjo X 3/4 Straight Hose Tail,POA,26DBJ-12G,POA,G-DBJ,,,,,26mm,3/4,,43.7,,,26 - 12,,,,,,,,
,30mm Metric Banjo X 1 Straight Hose Tail,POA,30DBJ-16G,POA,G-DBJ,,,,,30mm,1,,52.4,,,30 - 16,,,,,,,,
GFAJFS,,POA,,POA,,,,JIC FEMALE SWIVEL X GREASE STRAIGHT,,JIC F,Hose ID,,,,,16150,http://localhost/truflow/public/admin/images/csv_product_img/GFAJFS.jpg,Grease , Grease Fittings , JIC Grease Tails,,,,
,7/16 JIC Female SwivelX8.6mm GreaseFieldAttachableHose  Tail,11.8,GFAJFS-04-03,765,GFAJFS,,,,,7/16,3/16,,,,,3-Apr,,,,,,,,
GFAJFS45S,,POA,,POA,,,,JIC FEMALE SWIVEL X GREASE SWEPT 45¿,,JIC F,Hose ID,,,,,16160,http://localhost/truflow/public/admin/images/csv_product_img/GFAJFS45S.jpg,Grease , Grease Fittings , JIC Grease Tails,,,,
,7/16 JICFemaleSwivel45¿X 8.6mmGreaseFieldAttachableHoseTail,22.7,GFAJFS45S-04-03,0,GFAJFS45S,,,,,7/16,3/16,,,,,3-Apr,,,,,,,,
GFAJFS90S,,POA,,POA,,,,JIC FEMALE SWIVEL X GREASE SWEPT 90¿,,JIC F,Hose ID,,,,,16170,http://localhost/truflow/public/admin/images/csv_product_img/GFAJFS90S.jpg,Grease , Grease Fittings , JIC Grease Tails,,,,
,7/16 JICFemaleSwivel90¿X8.6mmGreaseFieldAttachableHoseTail,22.7,GFAJFS90S-04-03,628,GFAJFS90S,,,,,7/16,3/16,,,,,3-Apr,,,,,,,,
GFAMSP,,0,,0,,,,METRIC STAND PIPE X GREASE STRAIGHT,,Metric M,Hose ID,,,,,16180,http://localhost/truflow/public/admin/images/csv_product_img/GFAMSP.jpg,Grease , Grease Fittings , Metric Grease Tails,,,,
,6LL MetricStandPipe(20mm long)X8.6GreaseFieldAttachableHoseT,6.1,GFAMSP-10M-03,215,GFAMSP,,,,,M10,3/16,,,,,10M-03,,,,,,,,
,6LL MetricStandpipe(30mmLong)X8.6mm FieldAttachable HoseTail,6.25,GFAMSPL-10M-03,371,GFAMSP,,,,,M10,3/16,,,,,10M-03,,,,,,,,
GFAMSP4,,POA,,0,,,,METRIC STAND PIPE X GREASE SWEPT 45¿,,Metric,Hose ID,,,,,16190,http://localhost/truflow/public/admin/images/csv_product_img/GFAMSP4.jpg,Grease , Grease Fittings , Metric Grease Tails,,,,
,6LLMetricStandpipe45¿X8.6GreaseFieldAttachableHoseTail,12.6,GFAMSP4-10M-03,300,GFAMSP4,,,,,M10,3/16,,,,,10M-03,,,,,,,,
GFAMSP9,,POA,,POA,,,,METRIC STAND PIPE X GREASE SWEPT 90¿,,Metric,Hose ID,,,,,16200,http://localhost/truflow/public/admin/images/csv_product_img/GFAMSP9.jpg,Grease , Grease Fittings , Metric Grease Tails,,,,
,6LLMetricStandpipe90¿X8.6GreaseFieldAttachableHoeTail,12.6,GFAMSP9-10M-03,225,GFAMSP9,,,,,M10,3/16,,,,,10M-03,,,,,,,,
,6LLMetricStandpipe90L¿X8.6GreaseFieldAttachableHoseTail,12.6,GFAMSP9L-10M-03,184,GFAMSP9,,,,,M10,3/16,,,,,10M-03,,,,,,,,
GFAN,,POA,,POA,,,,GREASE FERRUEL SUIT,,,Hose ID,,,,,16140,http://localhost/truflow/public/admin/images/csv_product_img/GFAN.jpg,Grease , Grease Fittings , JIC Grease Tails,,,,
,Field Attachable Ferrule Suit 8.6 Grease Hose,5.7,GFAN-03,1173,GFAN,,,,,,3/16,,,,,3,,,,,,,,
G-FBSPORX45,,POA,,POA,,,,Female British Standard Parallel Pipe O-Ring Swivel - 45¿ Bent Tube,,BSPP F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10400,http://localhost/truflow/public/admin/images/csv_product_img/G-FBSPORX45.jpg,Hydraulic , Fittings , Gates , G - MegaCrimp One Piece Tail , BSP MegaCrimp Tails,,
,5/8 BSPP Female X 5/8 45 Hose Tail,54.58,10FBSPORX45-10G,20,G-FBSPORX45,,,,,5/8Ð14,5/8,21.3,52.1,,,10-Oct,,,,,,,,
,5/8 BSPP Female X 1/2 45¿ Hose Tail,118.8,10FBSPORX45-8G,24,G-FBSPORX45,,,,,5/8Ð14,1/2,23,52.3,,,8-Oct,,,,,,,,
,3/4 BSPP Female X 5/8 45 Hose Tail,POA,12FBSPORX45-10G,POA,G-FBSPORX45,,,,,3/4Ð14,5/8,32.2,62,,,10-Dec,,,,,,,,
,3/4 BSPP Female X 3/4 45 Hose Tail,78.27,12FBSPORX45-12G,35,G-FBSPORX45,,,,,3/4Ð14,3/4,28.3,64.4,,,12-Dec,,,,,,,,
,1 BSPP Female X 1 45¿ Hose Tail,137.56,16FBSPORX45-16G,27,G-FBSPORX45,,,,,1Ð11,1,30.9,78.8,,,16 - 16,,,,,,,,
,1 1/4 BSPP Female X 1 1/4 45¿ Hose Tail,330.53,20FBSPORX45-20G,10,G-FBSPORX45,,,,,1 1/4Ð11,1 1/4,37.5,93.4,,,20 - 20,,,,,,,,
